row_id,split,date,timestamp,prediction_time,prediction_timestamp,location,forecast_high,actual_high,forecast_horizon_hours,forecast_error,mu,sigma,nll,distribution_type,sigma_scale
83,validation,2024-01-04,2024-01-04 15:00:00,2024-01-04 15:00:00,2024-01-04 15:00:00,NYC,43.069978027343794,45.0,0.0,1.9300219727,1.6279805599490398,0.7813971497689122,0.7469734534376398,normal,1.0
84,validation,2024-01-04,2024-01-04 16:00:00,2024-01-04 16:00:00,2024-01-04 16:00:00,NYC,43.069978027343794,45.0,-1.0,1.9300219727,1.5366666090584706,0.7325394371892329,0.7518715076717142,normal,1.0
85,validation,2024-01-04,2024-01-04 17:00:00,2024-01-04 17:00:00,2024-01-04 17:00:00,NYC,43.069978027343794,45.0,-2.0,1.9300219727,1.5469489246325363,0.7325394371892329,0.744432751370526,normal,1.0
86,validation,2024-01-04,2024-01-04 18:00:00,2024-01-04 18:00:00,2024-01-04 18:00:00,NYC,43.069978027343794,45.0,-3.0,1.9300219727,1.5378511001256125,0.731272063594577,0.7497700902759936,normal,1.0
87,validation,2024-01-04,2024-01-04 19:00:00,2024-01-04 19:00:00,2024-01-04 19:00:00,NYC,43.069978027343794,45.0,-4.0,1.9300219727,1.5471558707883162,0.7315215958904026,0.7432749755634023,normal,1.0
88,validation,2024-01-04,2024-01-04 20:00:00,2024-01-04 20:00:00,2024-01-04 20:00:00,NYC,43.069978027343794,45.0,-5.0,1.9300219727,1.5471558707883162,0.7306071142755899,0.7423671701524892,normal,1.0
89,validation,2024-01-04,2024-01-04 21:00:00,2024-01-04 21:00:00,2024-01-04 21:00:00,NYC,43.069978027343794,45.0,-6.0,1.9300219727,1.545546707741313,0.7251540167060436,0.738122323612401,normal,1.0
90,validation,2024-01-04,2024-01-04 22:00:00,2024-01-04 22:00:00,2024-01-04 22:00:00,NYC,43.069978027343794,45.0,-7.0,1.9300219727,1.545546707741313,0.7212707910042159,0.734270431104265,normal,1.0
91,validation,2024-01-04,2024-01-04 23:00:00,2024-01-04 23:00:00,2024-01-04 23:00:00,NYC,43.069978027343794,45.0,-8.0,1.9300219727,1.545546707741313,0.7205373260672283,0.7335423975368631,normal,1.0
92,validation,2024-01-05,2024-01-05 01:00:00,2024-01-05 01:00:00,2024-01-05 01:00:00,NYC,38.93000000000004,37.0,14.0,-1.93,0.19949806928171887,1.8528637135042612,2.1961172922845185,normal,1.0
93,validation,2024-01-05,2024-01-05 02:00:00,2024-01-05 02:00:00,2024-01-05 02:00:00,NYC,38.93000000000004,37.0,13.0,-1.93,0.22045937607163252,1.850007987136027,2.2097217105828593,normal,1.0
94,validation,2024-01-05,2024-01-05 03:00:00,2024-01-05 03:00:00,2024-01-05 03:00:00,NYC,38.93000000000004,37.0,12.0,-1.93,0.11049745203852099,1.8477340517668799,2.1426645680892573,normal,1.0
95,validation,2024-01-05,2024-01-05 04:00:00,2024-01-05 04:00:00,2024-01-05 04:00:00,NYC,38.93000000000004,37.0,11.0,-1.93,0.16551782497071635,1.8477340517668799,2.175991608137336,normal,1.0
96,validation,2024-01-05,2024-01-05 05:00:00,2024-01-05 05:00:00,2024-01-05 05:00:00,NYC,38.93000000000004,37.0,10.0,-1.93,0.2563843720710063,1.8678853282063534,2.2287960213185682,normal,1.0
97,validation,2024-01-05,2024-01-05 06:00:00,2024-01-05 06:00:00,2024-01-05 06:00:00,NYC,38.93000000000004,37.0,9.0,-1.93,0.3194985387218909,1.8678853282063534,2.2689174610431517,normal,1.0
98,validation,2024-01-05,2024-01-05 07:00:00,2024-01-05 07:00:00,2024-01-05 07:00:00,NYC,38.93000000000004,37.0,8.0,-1.93,0.3194985387218909,1.8678853282063534,2.2689174610431517,normal,1.0
99,validation,2024-01-05,2024-01-05 08:00:00,2024-01-05 08:00:00,2024-01-05 08:00:00,NYC,38.93000000000004,37.0,7.0,-1.93,0.152132406506263,1.8333165673281089,2.169993982892219,normal,1.0
100,validation,2024-01-05,2024-01-05 09:00:00,2024-01-05 09:00:00,2024-01-05 09:00:00,NYC,38.93000000000004,37.0,6.0,-1.93,0.07808716092266414,1.8113844218837756,2.127518611049867,normal,1.0
101,validation,2024-01-05,2024-01-05 10:00:00,2024-01-05 10:00:00,2024-01-05 10:00:00,NYC,38.93000000000004,37.0,5.0,-1.93,0.19960384803697523,1.7169858995675007,2.2286999006468404,normal,1.0
102,validation,2024-01-05,2024-01-05 11:00:00,2024-01-05 11:00:00,2024-01-05 11:00:00,NYC,38.93000000000004,37.0,4.0,-1.93,0.381130030303322,1.6882864649975482,2.379624353039063,normal,1.0
103,validation,2024-01-05,2024-01-05 12:00:00,2024-01-05 12:00:00,2024-01-05 12:00:00,NYC,38.93000000000004,37.0,3.0,-1.93,0.08761323501335028,1.620867211718285,2.176630912650019,normal,1.0
104,validation,2024-01-05,2024-01-05 13:00:00,2024-01-05 13:00:00,2024-01-05 13:00:00,NYC,38.93000000000004,37.0,2.0,-1.93,0.8599705638098648,1.2457406556487,3.646590473474113,normal,1.0
105,validation,2024-01-05,2024-01-05 14:00:00,2024-01-05 14:00:00,2024-01-05 14:00:00,NYC,38.93000000000004,37.0,1.0,-1.93,-0.6619473876853597,0.9396848118982627,1.7672281556974054,normal,1.0
106,validation,2024-01-05,2024-01-05 15:00:00,2024-01-05 15:00:00,2024-01-05 15:00:00,NYC,38.93000000000004,37.0,0.0,-1.93,-0.5899090233974525,0.8565908745090034,1.987890787801886,normal,1.0
107,validation,2024-01-05,2024-01-05 16:00:00,2024-01-05 16:00:00,2024-01-05 16:00:00,NYC,38.93000000000004,37.0,-1.0,-1.93,-0.6769469403618137,0.8375427545687447,1.860822718783866,normal,1.0
108,validation,2024-01-05,2024-01-05 17:00:00,2024-01-05 17:00:00,2024-01-05 17:00:00,NYC,38.93000000000004,37.0,-2.0,-1.93,-0.7534391375216698,0.8303446681581527,1.7369045830447112,normal,1.0
