trade_id,city,target_date,event_ticker,market_ticker,signal_timestamp,execution_timestamp,settlement_timestamp,prediction_time,probability_age_minutes,model_probability,side,entry_price,unadjusted_entry_price,quote_source,quote_field,execution_gap_minutes,contracts,gross_cost,fees,slippage_per_contract,cash_committed,predicted_edge,lower_confidence_edge,settlement,settlement_source,execution_assumption,evidence_label,supports_profitability_claim,cash_after_settlement,gross_pnl,net_pnl,outer_fold_id,selected_filter_candidate
51,NYC,2025-07-19,KXHIGHNY-25JUL19,KXHIGHNY-25JUL19-B81.5,2025-07-19 13:40:00+00:00,2025-07-19 13:41:00+00:00,2025-07-26 14:00:00+00:00,2025-07-19 13:00:00+00:00,40.0,0.753717063552469,BUY_YES,0.5,0.49,kalshi_candlestick,yes_ask_open,1.0,1,0.5,0.02,0.01,0.52,0.233717063552469,0.1196029171195283,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1005.3000000000002,0.5,0.48,trading_outer_00,edge_0_all_both_unlimited
52,NYC,2025-07-19,KXHIGHNY-25JUL19,KXHIGHNY-25JUL19-B85.5,2025-07-19 13:40:00+00:00,2025-07-19 13:42:00+00:00,2025-07-26 14:00:00+00:00,2025-07-19 13:00:00+00:00,40.0,0.2462829364475309,BUY_YES,0.08,0.07,kalshi_candlestick,yes_ask_open,2.0,1,0.08,0.01,0.0099999999999999,0.09,0.1562829364475309,0.0693019709867866,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1005.3000000000002,-0.08,-0.09,trading_outer_00,edge_0_all_both_unlimited
53,NYC,2025-07-19,KXHIGHNY-25JUL19,KXHIGHNY-25JUL19-T79,2025-07-19 14:55:00+00:00,2025-07-19 14:56:00+00:00,2025-07-26 14:00:00+00:00,2025-07-19 14:00:00+00:00,55.0,0.1715690369943384,BUY_YES,0.03,0.02,kalshi_candlestick,yes_ask_open,1.0,1,0.03,0.01,0.0099999999999999,0.04,0.1315690369943384,0.0602011667487016,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1005.3000000000002,-0.03,-0.04,trading_outer_00,edge_0_all_both_unlimited
54,NYC,2025-07-20,KXHIGHNY-25JUL20,KXHIGHNY-25JUL20-B87.5,2025-07-20 15:10:00+00:00,2025-07-20 15:11:00+00:00,2025-07-27 14:00:00+00:00,2025-07-20 15:00:00+00:00,10.0,0.7468446202830277,BUY_YES,0.53,0.52,kalshi_candlestick,yes_ask_open,1.0,1,0.53,0.02,0.01,0.55,0.1968446202830276,0.0822358396013114,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1006.3000000000002,0.47,0.4499999999999999,trading_outer_00,edge_0_all_both_unlimited
55,NYC,2025-07-20,KXHIGHNY-25JUL20,KXHIGHNY-25JUL20-T87,2025-07-20 15:10:00+00:00,2025-07-20 15:11:00+00:00,2025-07-27 14:00:00+00:00,2025-07-20 15:00:00+00:00,10.0,0.2531553797169723,BUY_YES,0.09,0.08,kalshi_candlestick,yes_ask_open,1.0,1,0.09,0.01,0.0099999999999999,0.0999999999999999,0.1531553797169723,0.0649448225539017,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1006.3000000000002,-0.09,-0.0999999999999999,trading_outer_00,edge_0_all_both_unlimited
56,NYC,2025-07-20,KXHIGHNY-25JUL20,KXHIGHNY-25JUL20-B91.5,2025-07-20 16:20:00+00:00,2025-07-20 16:22:00+00:00,2025-07-27 14:00:00+00:00,2025-07-20 16:00:00+00:00,20.0,0.111000350484258,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,2.0,1,0.04,0.01,0.01,0.05,0.061000350484258,0.0062416558920877,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1006.3000000000002,-0.04,-0.05,trading_outer_00,edge_0_all_both_unlimited
57,NYC,2025-07-25,KXHIGHNY-25JUL25,KXHIGHNY-25JUL25-B94.5,2025-07-25 16:20:00+00:00,2025-07-25 16:21:00+00:00,2025-08-01 14:00:00+00:00,2025-07-25 16:00:00+00:00,20.0,0.7337822885989222,BUY_YES,0.55,0.54,kalshi_candlestick,yes_ask_open,1.0,1,0.55,0.02,0.01,0.5700000000000001,0.1637822885989222,0.0483172281922261,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1005.6100000000002,0.4499999999999999,0.4299999999999999,trading_outer_00,edge_0_all_both_unlimited
58,NYC,2025-07-25,KXHIGHNY-25JUL25,KXHIGHNY-25JUL25-T94,2025-07-25 16:35:00+00:00,2025-07-25 16:37:00+00:00,2025-08-01 14:00:00+00:00,2025-07-25 16:00:00+00:00,35.0,0.2301865843023351,BUY_YES,0.13,0.12,kalshi_candlestick,yes_ask_open,2.0,1,0.13,0.01,0.01,0.14,0.0901865843023351,0.0062100782282583,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1005.6100000000002,-0.13,-0.14,trading_outer_00,edge_0_all_both_unlimited
59,NYC,2025-07-29,KXHIGHNY-25JUL29,KXHIGHNY-25JUL29-B97.5,2025-07-29 19:30:00+00:00,2025-07-29 19:31:00+00:00,2025-08-05 14:00:00+00:00,2025-07-29 19:00:00+00:00,30.0,0.9898883308800998,BUY_YES,0.9,0.89,kalshi_candlestick,yes_ask_open,1.0,1,0.9,0.01,0.01,0.91,0.0798883308800997,0.018744893381611,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1004.4400000000002,0.0999999999999999,0.0899999999999999,trading_outer_00,edge_0_all_both_unlimited
60,NYC,2025-07-30,KXHIGHNY-25JUL30,KXHIGHNY-25JUL30-B95.5,2025-07-30 13:10:00+00:00,2025-07-30 13:12:00+00:00,2025-08-06 14:00:00+00:00,2025-07-30 13:00:00+00:00,10.0,0.8719100854518144,BUY_YES,0.68,0.67,kalshi_candlestick,yes_ask_open,2.0,1,0.68,0.02,0.01,0.7000000000000001,0.1719100854518143,0.0722281467576742,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1004.9100000000002,0.3199999999999999,0.2999999999999999,trading_outer_00,edge_0_all_both_unlimited
61,NYC,2025-07-30,KXHIGHNY-25JUL30,KXHIGHNY-25JUL30-T93,2025-07-30 13:10:00+00:00,2025-07-30 13:12:00+00:00,2025-08-06 14:00:00+00:00,2025-07-30 13:00:00+00:00,10.0,0.1280899145481856,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,2.0,1,0.04,0.01,0.01,0.05,0.0780899145481856,0.0181810345228498,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1004.9100000000002,-0.04,-0.05,trading_outer_00,edge_0_all_both_unlimited
62,NYC,2025-07-30,KXHIGHNY-25JUL30,KXHIGHNY-25JUL30-T100,2025-07-30 14:10:00+00:00,2025-07-30 14:12:00+00:00,2025-08-06 14:00:00+00:00,2025-07-30 14:00:00+00:00,10.0,0.091352300496119,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,2.0,1,0.02,0.01,0.01,0.03,0.061352300496119,0.0130893187424263,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1004.9100000000002,-0.02,-0.03,trading_outer_00,edge_0_all_both_unlimited
63,NYC,2025-08-02,KXHIGHNY-25AUG02,KXHIGHNY-25AUG02-B79.5,2025-08-02 14:35:00+00:00,2025-08-02 14:36:00+00:00,2025-08-09 14:00:00+00:00,2025-08-02 14:00:00+00:00,35.0,0.7507200706254045,BUY_YES,0.5700000000000001,0.56,kalshi_candlestick,yes_ask_open,1.0,1,0.5700000000000001,0.0199999999999999,0.01,0.59,0.1607200706254045,0.046386402161719,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1004.3600000000002,0.4299999999999999,0.41,trading_outer_00,edge_0_all_both_unlimited
64,NYC,2025-08-03,KXHIGHNY-25AUG03,KXHIGHNY-25AUG03-B84.5,2025-08-03 15:25:00+00:00,2025-08-03 15:26:00+00:00,2025-08-10 14:00:00+00:00,2025-08-03 15:00:00+00:00,25.0,0.8565795706388912,BUY_YES,0.7,0.69,kalshi_candlestick,yes_ask_open,1.0,1,0.7,0.02,0.01,0.72,0.1365795706388912,0.0342508481976038,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1004.9200000000004,0.3,0.28,trading_outer_00,edge_0_all_both_unlimited
65,NYC,2025-08-03,KXHIGHNY-25AUG03,KXHIGHNY-25AUG03-B82.5,2025-08-03 21:05:00+00:00,2025-08-03 21:07:00+00:00,2025-08-10 14:00:00+00:00,2025-08-03 21:00:00+00:00,5.0,0.0707052531899332,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,2.0,1,0.02,0.01,0.01,0.03,0.0407052531899332,9.6712655568763e-05,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1004.9200000000004,-0.02,-0.03,trading_outer_00,edge_0_all_both_unlimited
66,NYC,2025-08-04,KXHIGHNY-25AUG04,KXHIGHNY-25AUG04-B88.5,2025-08-04 18:00:00+00:00,2025-08-04 18:01:00+00:00,2025-08-11 14:00:00+00:00,2025-08-04 18:00:00+00:00,0.0,0.9441969255695098,BUY_YES,0.81,0.8,kalshi_candlestick,yes_ask_open,1.0,1,0.81,0.02,0.01,0.8300000000000001,0.1141969255695097,0.0322944190002789,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1004.7300000000004,0.1899999999999999,0.1699999999999999,trading_outer_00,edge_0_all_both_unlimited
67,NYC,2025-08-06,KXHIGHNY-25AUG06,KXHIGHNY-25AUG06-B79.5,2025-08-06 13:20:00+00:00,2025-08-06 13:21:00+00:00,2025-08-13 14:00:00+00:00,2025-08-06 13:00:00+00:00,20.0,0.4978188042200664,BUY_YES,0.29,0.28,kalshi_candlestick,yes_ask_open,1.0,1,0.29,0.0199999999999999,0.01,0.31,0.1878188042200664,0.0723171268428962,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1005.6800000000004,0.71,0.69,trading_outer_00,edge_0_all_both_unlimited
68,NYC,2025-08-06,KXHIGHNY-25AUG06,KXHIGHNY-25AUG06-B83.5,2025-08-06 13:20:00+00:00,2025-08-06 13:21:00+00:00,2025-08-13 14:00:00+00:00,2025-08-06 13:00:00+00:00,20.0,0.2968374246567353,BUY_YES,0.14,0.13,kalshi_candlestick,yes_ask_open,1.0,1,0.14,0.01,0.01,0.15,0.1468374246567352,0.0514990292985204,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1005.6800000000004,-0.14,-0.15,trading_outer_00,edge_0_all_both_unlimited
69,NYC,2025-08-06,KXHIGHNY-25AUG06,KXHIGHNY-25AUG06-T79,2025-08-06 13:20:00+00:00,2025-08-06 13:21:00+00:00,2025-08-13 14:00:00+00:00,2025-08-06 13:00:00+00:00,20.0,0.2053437711231983,BUY_YES,0.06,0.05,kalshi_candlestick,yes_ask_open,1.0,1,0.06,0.0099999999999999,0.01,0.07,0.1353437711231984,0.0563704993261412,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1005.6800000000004,-0.06,-0.07,trading_outer_00,edge_0_all_both_unlimited
70,NYC,2025-08-07,KXHIGHNY-25AUG07,KXHIGHNY-25AUG07-B78.5,2025-08-07 13:15:00+00:00,2025-08-07 13:16:00+00:00,2025-08-14 14:00:00+00:00,2025-08-07 13:00:00+00:00,15.0,0.2619025911925707,BUY_YES,0.11,0.1,kalshi_candlestick,yes_ask_open,1.0,1,0.11,0.01,0.0099999999999999,0.12,0.1419025911925707,0.0521712423948364,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1005.6800000000004,-0.11,-0.12,trading_outer_00,edge_0_all_both_unlimited
71,NYC,2025-08-07,KXHIGHNY-25AUG07,KXHIGHNY-25AUG07-B80.5,2025-08-07 13:15:00+00:00,2025-08-07 13:16:00+00:00,2025-08-14 14:00:00+00:00,2025-08-07 13:00:00+00:00,15.0,0.7380974088074292,BUY_YES,0.51,0.5,kalshi_candlestick,yes_ask_open,1.0,1,0.51,0.02,0.01,0.53,0.2080974088074292,0.0929032866678971,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1006.6800000000004,0.49,0.47,trading_outer_00,edge_0_all_both_unlimited
72,NYC,2025-08-08,KXHIGHNY-25AUG08,KXHIGHNY-25AUG08-B81.5,2025-08-08 18:00:00+00:00,2025-08-08 18:01:00+00:00,2025-08-15 14:00:00+00:00,2025-08-08 18:00:00+00:00,0.0,0.974738943906292,BUY_YES,0.89,0.88,kalshi_candlestick,yes_ask_open,1.0,1,0.89,0.01,0.01,0.9,0.0747389439062918,0.0050706610429522,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1007.6800000000004,0.1099999999999999,0.0999999999999999,trading_outer_00,edge_0_all_both_unlimited
73,NYC,2025-08-09,KXHIGHNY-25AUG09,KXHIGHNY-25AUG09-B81.5,2025-08-09 15:05:00+00:00,2025-08-09 15:06:00+00:00,2025-08-16 14:00:00+00:00,2025-08-09 15:00:00+00:00,5.0,0.4583974643561988,BUY_YES,0.14,0.13,kalshi_candlestick,yes_ask_open,1.0,1,0.14,0.01,0.01,0.15,0.3083974643561988,0.1953821008870522,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1007.6800000000004,-0.14,-0.15,trading_outer_00,edge_0_all_both_unlimited
74,NYC,2025-08-09,KXHIGHNY-25AUG09,KXHIGHNY-25AUG09-B85.5,2025-08-09 15:05:00+00:00,2025-08-09 15:06:00+00:00,2025-08-16 14:00:00+00:00,2025-08-09 15:00:00+00:00,5.0,0.5416025356438011,BUY_YES,0.22,0.21,kalshi_candlestick,yes_ask_open,1.0,1,0.22,0.02,0.01,0.24,0.3016025356438011,0.1841380858076586,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1008.6800000000004,0.78,0.76,trading_outer_00,edge_0_all_both_unlimited
75,NYC,2025-08-09,KXHIGHNY-25AUG09,KXHIGHNY-25AUG09-B87.5,2025-08-09 17:35:00+00:00,2025-08-09 17:36:00+00:00,2025-08-16 14:00:00+00:00,2025-08-09 17:00:00+00:00,35.0,0.1914582383018584,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,1.0,1,0.04,0.01,0.01,0.05,0.1414582383018584,0.0654920208302305,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1008.6800000000004,-0.04,-0.05,trading_outer_00,edge_0_all_both_unlimited
76,NYC,2025-08-10,KXHIGHNY-25AUG10,KXHIGHNY-25AUG10-B85.5,2025-08-10 15:20:00+00:00,2025-08-10 15:21:00+00:00,2025-08-17 14:00:00+00:00,2025-08-10 15:00:00+00:00,20.0,0.2658040253166772,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,1.0,1,0.04,0.01,0.01,0.05,0.2158040253166772,0.1254099801869351,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1008.6800000000004,-0.04,-0.05,trading_outer_00,edge_0_all_both_unlimited
77,NYC,2025-08-10,KXHIGHNY-25AUG10,KXHIGHNY-25AUG10-B89.5,2025-08-10 15:20:00+00:00,2025-08-10 15:21:00+00:00,2025-08-17 14:00:00+00:00,2025-08-10 15:00:00+00:00,20.0,0.7341959746833228,BUY_YES,0.48,0.47,kalshi_candlestick,yes_ask_open,1.0,1,0.48,0.02,0.01,0.5,0.2341959746833228,0.1187563860057049,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1009.6800000000004,0.52,0.5,trading_outer_00,edge_0_all_both_unlimited
78,NYC,2025-08-11,KXHIGHNY-25AUG11,KXHIGHNY-25AUG11-B86.5,2025-08-11 13:15:00+00:00,2025-08-11 13:16:00+00:00,2025-08-18 14:00:00+00:00,2025-08-11 13:00:00+00:00,15.0,0.2309986553009145,BUY_YES,0.0699999999999999,0.06,kalshi_candlestick,yes_ask_open,1.0,1,0.0699999999999999,0.01,0.0099999999999999,0.08,0.1509986553009145,0.066866266627502,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1009.6800000000004,-0.0699999999999999,-0.08,trading_outer_00,edge_0_all_both_unlimited
79,NYC,2025-08-11,KXHIGHNY-25AUG11,KXHIGHNY-25AUG11-B88.5,2025-08-11 13:15:00+00:00,2025-08-11 13:16:00+00:00,2025-08-18 14:00:00+00:00,2025-08-11 13:00:00+00:00,15.0,0.7690013446990854,BUY_YES,0.54,0.53,kalshi_candlestick,yes_ask_open,1.0,1,0.54,0.02,0.01,0.56,0.2090013446990854,0.0961012331721602,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1010.6800000000004,0.4599999999999999,0.4399999999999999,trading_outer_00,edge_0_all_both_unlimited
80,NYC,2025-08-11,KXHIGHNY-25AUG11,KXHIGHNY-25AUG11-B92.5,2025-08-11 17:40:00+00:00,2025-08-11 17:41:00+00:00,2025-08-18 14:00:00+00:00,2025-08-11 17:00:00+00:00,40.0,0.2045635431842691,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,1.0,1,0.04,0.01,0.01,0.05,0.1545635431842691,0.0757550651585974,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1010.6800000000004,-0.04,-0.05,trading_outer_00,edge_0_all_both_unlimited
83,NYC,2025-08-19,KXHIGHNY-25AUG19,KXHIGHNY-25AUG19-T82,2025-08-19 13:50:00+00:00,2025-08-19 13:51:00+00:00,2025-08-26 14:00:00+00:00,2025-08-19 13:00:00+00:00,50.0,0.1451476514985218,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,1,0.02,0.01,0.01,0.03,0.1151476514985218,0.050487504943033,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1010.5500000000004,-0.02,-0.03,trading_outer_00,edge_0_all_both_unlimited
81,NYC,2025-08-19,KXHIGHNY-25AUG19,KXHIGHNY-25AUG19-B77.5,2025-08-19 13:50:00+00:00,2025-08-19 13:52:00+00:00,2025-08-26 14:00:00+00:00,2025-08-19 13:00:00+00:00,50.0,0.6731544351584088,BUY_YES,0.44,0.43,kalshi_candlestick,yes_ask_open,2.0,1,0.44,0.02,0.01,0.46,0.2131544351584088,0.0950362893736219,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1010.5500000000004,0.56,0.54,trading_outer_00,edge_0_all_both_unlimited
82,NYC,2025-08-19,KXHIGHNY-25AUG19,KXHIGHNY-25AUG19-T75,2025-08-19 13:50:00+00:00,2025-08-19 13:52:00+00:00,2025-08-26 14:00:00+00:00,2025-08-19 13:00:00+00:00,50.0,0.1816979133430693,BUY_YES,0.05,0.04,kalshi_candlestick,yes_ask_open,2.0,1,0.05,0.01,0.01,0.06,0.1216979133430693,0.0479434933854298,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1010.5500000000004,-0.05,-0.06,trading_outer_00,edge_0_all_both_unlimited
84,NYC,2025-08-19,KXHIGHNY-25AUG19,KXHIGHNY-25AUG19-B79.5,2025-08-19 15:25:00+00:00,2025-08-19 15:26:00+00:00,2025-08-26 14:00:00+00:00,2025-08-19 15:00:00+00:00,25.0,0.1855339941858301,BUY_YES,0.06,0.05,kalshi_candlestick,yes_ask_open,1.0,1,0.06,0.0099999999999999,0.01,0.07,0.1155339941858301,0.0409002617225181,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1010.5500000000004,-0.06,-0.07,trading_outer_00,edge_0_all_both_unlimited
85,NYC,2025-08-21,KXHIGHNY-25AUG21,KXHIGHNY-25AUG21-B71.5,2025-08-21 15:35:00+00:00,2025-08-21 15:36:00+00:00,2025-08-28 14:00:00+00:00,2025-08-21 15:00:00+00:00,35.0,0.726115174371478,BUY_YES,0.44,0.43,kalshi_candlestick,yes_ask_open,1.0,1,0.44,0.02,0.01,0.46,0.2661151743714779,0.1501970776659909,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1010.8400000000004,0.56,0.54,trading_outer_00,edge_0_all_both_unlimited
86,NYC,2025-08-21,KXHIGHNY-25AUG21,KXHIGHNY-25AUG21-B75.5,2025-08-21 15:35:00+00:00,2025-08-21 15:36:00+00:00,2025-08-28 14:00:00+00:00,2025-08-21 15:00:00+00:00,35.0,0.2738848256285219,BUY_YES,0.04,0.03,kalshi_candlestick,yes_ask_open,1.0,1,0.04,0.01,0.01,0.05,0.2238848256285219,0.1321480900852584,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1010.8400000000004,-0.04,-0.05,trading_outer_00,edge_0_all_both_unlimited
87,NYC,2025-08-27,KXHIGHNY-25AUG27,KXHIGHNY-25AUG27-B75.5,2025-08-27 16:20:00+00:00,2025-08-27 16:21:00+00:00,2025-09-03 14:00:00+00:00,2025-08-27 16:00:00+00:00,20.0,0.8158845121688325,BUY_YES,0.66,0.65,kalshi_candlestick,yes_ask_open,1.0,1,0.66,0.02,0.01,0.68,0.1358845121688325,0.0277928655636271,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1011.8400000000004,0.3399999999999999,0.3199999999999999,trading_outer_00,edge_0_all_both_unlimited
88,NYC,2025-08-27,KXHIGHNY-25AUG27,KXHIGHNY-25AUG27-B77.5,2025-08-27 19:15:00+00:00,2025-08-27 19:16:00+00:00,2025-09-03 14:00:00+00:00,2025-08-27 19:00:00+00:00,15.0,0.0841567629426489,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,1,0.02,0.01,0.01,0.03,0.0541567629426489,0.0084535327918882,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1011.8400000000004,-0.02,-0.03,trading_outer_00,edge_0_all_both_unlimited
89,NYC,2025-10-09,KXHIGHNY-25OCT09,KXHIGHNY-25OCT09-B58.5,2025-10-09 13:00:00+00:00,2025-10-09 13:01:00+00:00,2025-10-16 14:00:00+00:00,2025-10-09 13:00:00+00:00,0.0,0.5425756868863468,BUY_YES,0.31,0.3,kalshi_candlestick,yes_ask_open,1.0,1,0.31,0.02,0.01,0.33,0.2125756868863468,0.095077191549216,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1012.3200000000004,0.69,0.6699999999999999,trading_outer_00,edge_0_all_both_unlimited
90,NYC,2025-10-09,KXHIGHNY-25OCT09,KXHIGHNY-25OCT09-B62.5,2025-10-09 13:00:00+00:00,2025-10-09 13:01:00+00:00,2025-10-16 14:00:00+00:00,2025-10-09 13:00:00+00:00,0.0,0.3136027674559281,BUY_YES,0.15,0.14,kalshi_candlestick,yes_ask_open,1.0,1,0.15,0.0099999999999999,0.01,0.16,0.1536027674559281,0.0558228941653648,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1012.3200000000004,-0.15,-0.16,trading_outer_00,edge_0_all_both_unlimited
91,NYC,2025-10-09,KXHIGHNY-25OCT09,KXHIGHNY-25OCT09-T65,2025-10-09 13:00:00+00:00,2025-10-09 13:01:00+00:00,2025-10-16 14:00:00+00:00,2025-10-09 13:00:00+00:00,0.0,0.143821545657725,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,1,0.02,0.01,0.01,0.03,0.113821545657725,0.0495180985345027,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1012.3200000000004,-0.02,-0.03,trading_outer_00,edge_0_all_both_unlimited
92,NYC,2025-10-26,KXHIGHNY-25OCT26,KXHIGHNY-25OCT26-B58.5,2025-10-26 14:55:00+00:00,2025-10-26 14:56:00+00:00,2025-11-02 14:00:00+00:00,2025-10-26 14:00:00+00:00,55.0,0.7147792681959673,BUY_YES,0.55,0.54,kalshi_candlestick,yes_ask_open,1.0,1,0.55,0.02,0.01,0.5700000000000001,0.1447792681959672,0.0634976987862289,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1000.43,0.4499999999999999,0.4299999999999999,trading_outer_01,edge_0.01_all_buy_yes_2
93,NYC,2025-11-06,KXHIGHNY-25NOV06,KXHIGHNY-25NOV06-B53.5,2025-11-06 16:20:00+00:00,2025-11-06 16:21:00+00:00,2025-11-13 15:00:00+00:00,2025-11-06 16:00:00+00:00,20.0,0.0897211456883576,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,1,0.02,0.01,0.01,0.03,0.0597211456883576,0.0222000825777272,0,kalshi_result,next_candle_open,historical_proxy_validated,False,999.0,-0.02,-0.03,trading_outer_01,edge_0.01_all_buy_yes_2
94,NYC,2025-11-06,KXHIGHNY-25NOV06,KXHIGHNY-25NOV06-B57.5,2025-11-06 16:20:00+00:00,2025-11-06 16:24:00+00:00,2025-11-13 15:00:00+00:00,2025-11-06 16:00:00+00:00,20.0,0.9102788543116422,BUY_YES,0.76,0.75,kalshi_candlestick,yes_ask_open,4.0,1,0.76,0.02,0.01,0.78,0.1302788543116422,0.0700546398912125,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1000.0,0.24,0.2199999999999999,trading_outer_01,edge_0.01_all_buy_yes_2
95,NYC,2025-11-12,KXHIGHNY-25NOV12,KXHIGHNY-25NOV12-B49.5,2025-11-12 14:30:00+00:00,2025-11-12 14:31:00+00:00,2025-11-19 15:00:00+00:00,2025-11-12 14:00:00+00:00,30.0,0.7311507947261643,BUY_YES,0.6,0.59,kalshi_candlestick,yes_ask_open,1.0,1,0.6,0.02,0.01,0.62,0.1111507947261643,0.0307311926392203,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1000.47,0.4,0.38,trading_outer_01,edge_0.01_all_buy_yes_2
96,NYC,2025-11-15,KXHIGHNY-25NOV15,KXHIGHNY-25NOV15-B49.5,2025-11-15 20:40:00+00:00,2025-11-15 20:41:00+00:00,2025-11-22 15:00:00+00:00,2025-11-15 20:00:00+00:00,40.0,0.3746287818689022,BUY_YES,0.15,0.14,kalshi_candlestick,yes_ask_open,1.0,1,0.15,0.0099999999999999,0.01,0.16,0.2146287818689022,0.1375113378493091,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1000.72,0.85,0.84,trading_outer_01,edge_0.01_all_buy_yes_2
97,NYC,2025-11-15,KXHIGHNY-25NOV15,KXHIGHNY-25NOV15-B53.5,2025-11-15 20:40:00+00:00,2025-11-15 20:41:00+00:00,2025-11-22 15:00:00+00:00,2025-11-15 20:00:00+00:00,40.0,0.4646246907471067,BUY_YES,0.27,0.26,kalshi_candlestick,yes_ask_open,1.0,1,0.27,0.02,0.01,0.29,0.1746246907471067,0.0926376652233952,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1000.72,-0.27,-0.29,trading_outer_01,edge_0.01_all_buy_yes_2
99,NYC,2025-11-20,KXHIGHNY-25NOV20,KXHIGHNY-25NOV20-B47.5,2025-11-20 17:00:00+00:00,2025-11-20 17:01:00+00:00,2025-11-27 15:00:00+00:00,2025-11-20 17:00:00+00:00,0.0,0.8414483940310131,BUY_YES,0.73,0.72,kalshi_candlestick,yes_ask_open,1.0,1,0.73,0.02,0.01,0.75,0.0914483940310131,0.0205153358329811,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1001.36,0.27,0.25,trading_outer_01,edge_0.01_all_buy_yes_2
101,NYC,2025-11-25,KXHIGHNY-25NOV25,KXHIGHNY-25NOV25-B54.5,2025-11-26 03:05:00+00:00,2025-11-26 03:06:00+00:00,2025-12-02 15:00:00+00:00,2025-11-26 02:00:00+00:00,65.0,0.219297021775594,BUY_YES,0.02,0.01,kalshi_candlestick,yes_ask_open,1.0,1,0.02,0.01,0.01,0.03,0.189297021775594,0.1278014374879595,0,kalshi_result,next_candle_open,historical_proxy_validated,False,1000.5800000000002,-0.02,-0.03,trading_outer_01,edge_0.01_all_buy_yes_2
102,NYC,2025-11-25,KXHIGHNY-25NOV25,KXHIGHNY-25NOV25-B58.5,2025-11-26 03:05:00+00:00,2025-11-26 03:06:00+00:00,2025-12-02 15:00:00+00:00,2025-11-26 02:00:00+00:00,65.0,0.4704240370984131,BUY_YES,0.25,0.24,kalshi_candlestick,yes_ask_open,1.0,1,0.25,0.02,0.01,0.27,0.2004240370984131,0.118215507806184,1,kalshi_result,next_candle_open,historical_proxy_validated,False,1001.5800000000002,0.75,0.73,trading_outer_01,edge_0.01_all_buy_yes_2
